--TAB SEPARATED DATA FILE--
CAMERA SETTINGS:
Resolution = (820, 616)
Shutter speed = 499907 microseconds
LED CYCLE:
Blue Illumination: 300s
Green Illumination: 1s
Number of Cycles: 0 <-- (0 is continuous loop)

ITERATION	DATE	TIME	TEMPERATURE	HUMIDITY	ISO	ANALOG GAIN	DIGITAL GAIN	
609	2019_12_14	06:31:16	28.0	61.0	100	2521/256	11/256
609	2019_12_14	06:31:16	28.0	61.0	800	331/128	11/256
610	2019_12_14	06:36:41	29.0	60.0	100	2521/256	11/256
610	2019_12_14	06:36:41	29.0	60.0	800	331/128	11/256
611	2019_12_14	06:41:54	28.0	61.0	100	2521/256	11/256
611	2019_12_14	06:41:54	29.0	58.0	800	331/128	11/256
612	2019_12_14	06:49:51	29.0	59.0	100	2521/256	11/256
612	2019_12_14	06:49:51	27.0	61.0	800	331/128	11/256
613	2019_12_14	06:55:09	27.0	61.0	100	2521/256	11/256
613	2019_12_14	06:55:09	27.0	62.0	800	331/128	11/256
614	2019_12_14	07:00:22	27.0	62.0	100	2521/256	11/256
614	2019_12_14	07:00:22	27.0	62.0	800	331/128	11/256
615	2019_12_14	07:08:25	28.0	61.0	100	2521/256	11/256
615	2019_12_14	07:08:25	28.0	61.0	800	331/128	11/256
616	2019_12_14	07:13:42	28.0	61.0	100	2521/256	11/256
616	2019_12_14	07:13:42	28.0	61.0	800	331/128	11/256
617	2019_12_14	07:18:58	28.0	61.0	100	2521/256	11/256
617	2019_12_14	07:18:58	28.0	61.0	800	331/128	11/256
618	2019_12_14	07:26:50	28.0	61.0	100	2521/256	11/256
618	2019_12_14	07:26:50	28.0	60.0	800	331/128	11/256
619	2019_12_14	07:32:09	28.0	60.0	100	2521/256	11/256
619	2019_12_14	07:32:09	28.0	60.0	800	331/128	11/256
620	2019_12_14	07:37:33	28.0	60.0	100	2521/256	11/256
620	2019_12_14	07:37:33	28.0	60.0	800	331/128	11/256
621	2019_12_14	07:45:42	28.0	60.0	100	2521/256	11/256
621	2019_12_14	07:45:42	28.0	60.0	800	331/128	11/256
622	2019_12_14	07:51:00	28.0	60.0	100	2521/256	11/256
622	2019_12_14	07:51:00	28.0	60.0	800	331/128	11/256
623	2019_12_14	07:56:16	28.0	60.0	100	2521/256	11/256
623	2019_12_14	07:56:16	28.0	60.0	800	331/128	11/256
624	2019_12_14	08:04:26	28.0	60.0	100	2521/256	11/256
624	2019_12_14	08:04:26	28.0	60.0	800	331/128	11/256
625	2019_12_14	08:09:44	28.0	60.0	100	2521/256	11/256
625	2019_12_14	08:09:44	29.0	59.0	800	331/128	11/256
626	2019_12_14	08:15:13	29.0	59.0	100	2521/256	11/256
626	2019_12_14	08:15:13	29.0	58.0	800	331/128	11/256
627	2019_12_14	08:23:08	29.0	58.0	100	2521/256	11/256
627	2019_12_14	08:23:08	27.0	60.0	800	331/128	11/256
628	2019_12_14	08:28:27	27.0	62.0	100	2521/256	11/256
628	2019_12_14	08:28:27	27.0	62.0	800	331/128	11/256
629	2019_12_14	08:33:40	27.0	46.0	100	2521/256	11/256
629	2019_12_14	08:33:40	27.0	62.0	800	331/128	11/256
630	2019_12_14	08:48:33	27.0	62.0	100	2521/256	11/256
630	2019_12_14	08:48:33	28.0	61.0	800	331/128	11/256
631	2019_12_14	08:53:48	28.0	61.0	100	2521/256	11/256
631	2019_12_14	08:53:48	28.0	60.0	800	331/128	11/256
632	2019_12_14	08:59:06	28.0	60.0	100	2521/256	11/256
632	2019_12_14	08:59:06	28.0	60.0	800	331/128	11/256
633	2019_12_14	09:07:07	28.0	60.0	100	2521/256	11/256
633	2019_12_14	09:07:07	28.0	60.0	800	331/128	11/256
634	2019_12_14	09:12:29	28.0	60.0	100	2521/256	11/256
634	2019_12_14	09:12:29	28.0	60.0	800	331/128	11/256
635	2019_12_14	09:17:50	28.0	60.0	100	2521/256	11/256
635	2019_12_14	09:17:50	28.0	60.0	800	331/128	11/256
636	2019_12_14	09:43:32	28.0	60.0	100	2521/256	11/256
636	2019_12_14	09:43:32	28.0	60.0	800	331/128	11/256
637	2019_12_14	09:48:50	28.0	60.0	100	2521/256	11/256
637	2019_12_14	09:48:50	28.0	60.0	800	331/128	11/256
638	2019_12_14	09:54:05	28.0	60.0	100	2521/256	11/256
638	2019_12_14	09:54:05	28.0	60.0	800	331/128	11/256
639	2019_12_14	10:02:09	28.0	60.0	100	2521/256	11/256
639	2019_12_14	10:02:09	28.0	60.0	800	331/128	11/256
640	2019_12_14	10:07:25	28.0	60.0	100	2521/256	11/256
640	2019_12_14	10:07:25	28.0	60.0	800	331/128	11/256
641	2019_12_14	10:12:44	28.0	60.0	100	2521/256	11/256
641	2019_12_14	10:12:44	28.0	60.0	800	331/128	11/256
642	2019_12_14	10:20:34	28.0	60.0	100	2521/256	11/256
642	2019_12_14	10:20:34	28.0	60.0	800	331/128	11/256
643	2019_12_14	10:25:51	29.0	59.0	100	2521/256	11/256
643	2019_12_14	10:25:51	28.0	60.0	800	331/128	11/256
644	2019_12_14	10:31:07	28.0	60.0	100	2521/256	11/256
644	2019_12_14	10:31:07	29.0	59.0	800	331/128	11/256
645	2019_12_14	10:38:56	29.0	59.0	100	2521/256	11/256
645	2019_12_14	10:38:56	28.0	59.0	800	331/128	11/256
646	2019_12_14	10:44:10	28.0	59.0	100	2521/256	11/256
646	2019_12_14	10:44:10	28.0	61.0	800	331/128	11/256
647	2019_12_14	10:49:23	28.0	61.0	100	2521/256	11/256
647	2019_12_14	10:49:23	28.0	61.0	800	331/128	11/256
648	2019_12_14	10:57:15	28.0	61.0	100	2521/256	11/256
648	2019_12_14	10:57:15	28.0	60.0	800	331/128	11/256
649	2019_12_14	11:02:30	28.0	60.0	100	2521/256	11/256
649	2019_12_14	11:02:30	28.0	60.0	800	331/128	11/256
650	2019_12_14	11:07:46	28.0	60.0	100	2521/256	11/256
650	2019_12_14	11:07:46	28.0	60.0	800	331/128	11/256
651	2019_12_14	11:15:46	28.0	60.0	100	2521/256	11/256
651	2019_12_14	11:15:46	28.0	60.0	800	331/128	11/256
652	2019_12_14	11:21:01	28.0	60.0	100	2521/256	11/256
652	2019_12_14	11:21:01	28.0	60.0	800	331/128	11/256
653	2019_12_14	11:26:15	28.0	60.0	100	2521/256	11/256
653	2019_12_14	11:26:15	28.0	60.0	800	331/128	11/256
654	2019_12_14	11:34:08	28.0	60.0	100	2521/256	11/256
654	2019_12_14	11:34:08	28.0	60.0	800	331/128	11/256
655	2019_12_14	11:39:29	28.0	60.0	100	2521/256	11/256
655	2019_12_14	11:39:29	29.0	59.0	800	331/128	11/256
656	2019_12_14	11:44:44	29.0	58.0	100	2521/256	11/256
656	2019_12_14	11:44:44	29.0	58.0	800	331/128	11/256
657	2019_12_14	11:52:47	29.0	58.0	100	2521/256	11/256
657	2019_12_14	11:52:47	27.0	60.0	800	331/128	11/256
658	2019_12_14	11:58:02	27.0	60.0	100	2521/256	11/256
658	2019_12_14	11:58:02	27.0	62.0	800	331/128	11/256
659	2019_12_14	12:03:21	27.0	62.0	100	2521/256	11/256
659	2019_12_14	12:03:21	28.0	62.0	800	331/128	11/256
660	2019_12_14	12:11:18	28.0	62.0	100	2521/256	11/256
660	2019_12_14	12:11:18	28.0	62.0	800	331/128	11/256
661	2019_12_14	12:16:34	28.0	61.0	100	2521/256	11/256
661	2019_12_14	12:16:34	28.0	61.0	800	331/128	11/256
662	2019_12_14	12:21:47	28.0	61.0	100	2521/256	11/256
662	2019_12_14	12:21:47	28.0	61.0	800	331/128	11/256
663	2019_12_14	12:29:59	28.0	61.0	100	2521/256	11/256
663	2019_12_14	12:29:59	28.0	61.0	800	331/128	11/256
664	2019_12_14	12:35:19	28.0	61.0	100	2521/256	11/256
664	2019_12_14	12:35:19	29.0	60.0	800	331/128	11/256
665	2019_12_14	12:40:35	28.0	61.0	100	2521/256	11/256
665	2019_12_14	12:40:35	29.0	59.0	800	331/128	11/256
666	2019_12_14	12:48:34	29.0	59.0	100	2521/256	11/256
666	2019_12_14	12:48:34	27.0	61.0	800	331/128	11/256
667	2019_12_14	12:53:49	27.0	61.0	100	2521/256	11/256
667	2019_12_14	12:53:49	26.0	60.0	800	331/128	11/256
668	2019_12_14	12:59:02	28.0	60.0	100	2521/256	11/256
668	2019_12_14	12:59:02	28.0	60.0	800	331/128	11/256
669	2019_12_14	20:40:25	28.0	60.0	100	2521/256	11/256
669	2019_12_14	20:40:25	29.0	59.0	800	331/128	11/256
670	2019_12_14	20:45:43	29.0	58.0	100	2521/256	11/256
670	2019_12_14	20:45:43	30.0	58.0	800	331/128	11/256
671	2019_12_14	20:50:58	29.0	58.0	100	2521/256	11/256
671	2019_12_14	20:50:58	28.0	60.0	800	331/128	11/256
672	2019_12_14	20:58:49	28.0	61.0	100	2521/256	11/256
672	2019_12_14	20:58:49	28.0	61.0	800	331/128	11/256
673	2019_12_14	21:04:06	28.0	61.0	100	2521/256	11/256
673	2019_12_14	21:04:06	28.0	61.0	800	331/128	11/256
674	2019_12_14	21:09:19	28.0	61.0	100	2521/256	11/256
674	2019_12_14	21:09:19	28.0	61.0	800	331/128	11/256
675	2019_12_15	02:26:48	28.0	61.0	100	2521/256	11/256
675	2019_12_15	02:26:48	29.0	59.0	800	331/128	11/256
676	2019_12_15	02:32:15	29.0	59.0	100	2521/256	11/256
676	2019_12_15	02:32:15	30.0	58.0	800	331/128	11/256
677	2019_12_15	02:37:28	30.0	58.0	100	2521/256	11/256
677	2019_12_15	02:37:28	28.0	60.0	800	331/128	11/256
678	2019_12_15	02:45:47	28.0	60.0	100	2521/256	11/256
678	2019_12_15	02:45:47	28.0	61.0	800	331/128	11/256
679	2019_12_15	02:51:07	28.0	61.0	100	2521/256	11/256
679	2019_12_15	02:51:07	28.0	61.0	800	331/128	11/256
680	2019_12_15	02:56:25	28.0	61.0	100	2521/256	11/256
680	2019_12_15	02:56:25	29.0	60.0	800	331/128	11/256
681	2019_12_15	03:04:16	28.0	60.0	100	2521/256	11/256
681	2019_12_15	03:04:16	28.0	60.0	800	331/128	11/256
682	2019_12_15	03:09:41	28.0	62.0	100	2521/256	11/256
682	2019_12_15	03:09:41	28.0	62.0	800	331/128	11/256
683	2019_12_15	03:14:57	28.0	62.0	100	2521/256	11/256
683	2019_12_15	03:14:57	28.0	62.0	800	331/128	11/256
684	2019_12_15	03:22:49	28.0	61.0	100	2521/256	11/256
684	2019_12_15	03:22:49	28.0	61.0	800	331/128	11/256
685	2019_12_15	03:28:04	28.0	61.0	100	2521/256	11/256
685	2019_12_15	03:28:04	28.0	61.0	800	331/128	11/256
686	2019_12_15	03:33:24	28.0	61.0	100	2521/256	11/256
686	2019_12_15	03:33:24	28.0	61.0	800	331/128	11/256
687	2019_12_15	03:41:27	29.0	59.0	100	2521/256	11/256
687	2019_12_15	03:41:27	29.0	59.0	800	331/128	11/256
688	2019_12_15	03:46:50	29.0	59.0	100	2521/256	11/256
688	2019_12_15	03:46:50	29.0	58.0	800	331/128	11/256
689	2019_12_15	03:52:03	29.0	58.0	100	2521/256	11/256
689	2019_12_15	03:52:03	28.0	60.0	800	331/128	11/256
690	2019_12_15	03:59:54	28.0	60.0	100	2521/256	11/256
690	2019_12_15	03:59:54	28.0	62.0	800	331/128	11/256
691	2019_12_15	04:05:10	28.0	62.0	100	2521/256	11/256
691	2019_12_15	04:05:10	28.0	61.0	800	331/128	11/256
692	2019_12_15	04:10:26	28.0	61.0	100	2521/256	11/256
692	2019_12_15	04:10:26	28.0	61.0	800	331/128	11/256
693	2019_12_15	04:18:25	28.0	61.0	100	2521/256	11/256
693	2019_12_15	04:18:25	28.0	61.0	800	331/128	11/256
694	2019_12_15	04:23:40	28.0	61.0	100	2521/256	11/256
694	2019_12_15	04:23:40	28.0	61.0	800	331/128	11/256
695	2019_12_15	04:28:53	28.0	61.0	100	2521/256	11/256
695	2019_12_15	04:28:53	28.0	60.0	800	331/128	11/256
696	2019_12_15	04:36:43	29.0	59.0	100	2521/256	11/256
696	2019_12_15	04:36:43	29.0	59.0	800	331/128	11/256
697	2019_12_15	04:41:57	29.0	59.0	100	2521/256	11/256
697	2019_12_15	04:41:57	29.0	58.0	800	331/128	11/256
698	2019_12_15	04:47:13	29.0	58.0	100	2521/256	11/256
698	2019_12_15	04:47:13	28.0	60.0	800	331/128	11/256
699	2019_12_15	04:55:07	28.0	60.0	100	2521/256	11/256
699	2019_12_15	04:55:07	28.0	62.0	800	331/128	11/256
700	2019_12_15	05:00:25	28.0	62.0	100	2521/256	11/256
700	2019_12_15	05:00:25	28.0	61.0	800	331/128	11/256
701	2019_12_15	05:05:38	28.0	61.0	100	2521/256	11/256
701	2019_12_15	05:05:38	28.0	61.0	800	331/128	11/256
702	2019_12_15	05:13:30	28.0	61.0	100	2521/256	11/256
702	2019_12_15	05:13:30	28.0	53.0	800	331/128	11/256
703	2019_12_15	05:18:52	28.0	60.0	100	2521/256	11/256
703	2019_12_15	05:18:52	28.0	60.0	800	331/128	11/256
704	2019_12_15	05:24:05	28.0	60.0	100	2521/256	11/256
704	2019_12_15	05:24:05	28.0	60.0	800	331/128	11/256
705	2019_12_15	05:32:06	28.0	60.0	100	2521/256	11/256
705	2019_12_15	05:32:06	28.0	60.0	800	331/128	11/256
706	2019_12_15	05:37:21	29.0	59.0	100	2521/256	11/256
706	2019_12_15	05:37:21	29.0	59.0	800	331/128	11/256
707	2019_12_15	05:42:42	29.0	59.0	100	2521/256	11/256
707	2019_12_15	05:42:42	29.0	58.0	800	331/128	11/256
708	2019_12_15	09:34:54	29.0	58.0	100	2521/256	11/256
708	2019_12_15	09:34:54	24.0	63.0	800	331/128	11/256
709	2019_12_15	09:40:20	25.0	63.0	100	2521/256	11/256
709	2019_12_15	09:40:20	25.0	63.0	800	331/128	11/256
710	2019_12_15	09:45:36	25.0	63.0	100	2521/256	11/256
710	2019_12_15	09:45:36	25.0	63.0	800	331/128	11/256
711	2019_12_15	09:53:39	25.0	63.0	100	2521/256	11/256
711	2019_12_15	09:53:39	26.0	63.0	800	331/128	11/256
712	2019_12_15	09:58:54	26.0	62.0	100	2521/256	11/256
712	2019_12_15	09:58:54	26.0	62.0	800	331/128	11/256
713	2019_12_15	10:04:14	26.0	62.0	100	2521/256	11/256
713	2019_12_15	10:04:14	27.0	61.0	800	331/128	11/256
714	2019_12_15	10:12:24	27.0	60.0	100	2521/256	11/256
714	2019_12_15	10:12:24	27.0	60.0	800	331/128	11/256
715	2019_12_15	10:17:41	27.0	60.0	100	2521/256	11/256
715	2019_12_15	10:17:41	27.0	60.0	800	331/128	11/256
716	2019_12_15	10:22:57	28.0	60.0	100	2521/256	11/256
716	2019_12_15	10:22:57	27.0	60.0	800	331/128	11/256
717	2019_12_15	10:31:03	27.0	60.0	100	2521/256	11/256
717	2019_12_15	10:31:03	28.0	60.0	800	331/128	11/256
718	2019_12_15	10:36:17	28.0	60.0	100	2521/256	11/256
718	2019_12_15	10:36:17	28.0	60.0	800	331/128	11/256
719	2019_12_15	10:41:30	28.0	60.0	100	2521/256	11/256
719	2019_12_15	10:41:30	28.0	60.0	800	331/128	11/256
720	2019_12_15	10:49:43	28.0	59.0	100	2521/256	11/256
720	2019_12_15	10:49:43	28.0	59.0	800	331/128	11/256
721	2019_12_15	10:55:05	28.0	59.0	100	2521/256	11/256
721	2019_12_15	10:55:05	28.0	59.0	800	331/128	11/256
722	2019_12_15	11:00:18	28.0	59.0	100	2521/256	11/256
722	2019_12_15	11:00:18	28.0	59.0	800	331/128	11/256
723	2019_12_15	11:08:20	28.0	59.0	100	2521/256	11/256
723	2019_12_15	11:08:20	28.0	59.0	800	331/128	11/256
724	2019_12_15	11:13:35	28.0	59.0	100	2521/256	11/256
724	2019_12_15	11:13:35	29.0	58.0	800	331/128	11/256
725	2019_12_15	11:18:50	29.0	58.0	100	2521/256	11/256
725	2019_12_15	11:18:50	29.0	58.0	800	331/128	11/256
726	2019_12_15	11:26:50	29.0	58.0	100	2521/256	11/256
726	2019_12_15	11:26:50	28.0	61.0	800	331/128	11/256
727	2019_12_15	11:32:05	27.0	60.0	100	2521/256	11/256
727	2019_12_15	11:32:05	27.0	60.0	800	331/128	11/256
728	2019_12_15	11:37:26	27.0	60.0	100	2521/256	11/256
728	2019_12_15	11:37:26	28.0	60.0	800	331/128	11/256
729	2019_12_15	11:45:16	28.0	60.0	100	2521/256	11/256
729	2019_12_15	11:45:16	28.0	60.0	800	331/128	11/256
730	2019_12_15	11:50:31	28.0	60.0	100	2521/256	11/256
730	2019_12_15	11:50:31	28.0	60.0	800	331/128	11/256
731	2019_12_15	11:55:49	28.0	60.0	100	2521/256	11/256
731	2019_12_15	11:55:49	28.0	60.0	800	331/128	11/256
732	2019_12_15	12:03:42	28.0	60.0	100	2521/256	11/256
732	2019_12_15	12:03:42	29.0	59.0	800	331/128	11/256
733	2019_12_15	12:09:01	29.0	59.0	100	2521/256	11/256
733	2019_12_15	12:09:01	29.0	59.0	800	331/128	11/256
734	2019_12_15	12:14:15	29.0	59.0	100	2521/256	11/256
734	2019_12_15	12:14:15	28.0	61.0	800	331/128	11/256
735	2019_12_15	12:22:13	28.0	60.0	100	2521/256	11/256
735	2019_12_15	12:22:13	28.0	60.0	800	331/128	11/256
736	2019_12_15	12:27:32	28.0	60.0	100	2521/256	11/256
736	2019_12_15	12:27:32	28.0	60.0	800	331/128	11/256
737	2019_12_15	12:32:46	28.0	60.0	100	2521/256	11/256
737	2019_12_15	12:32:46	28.0	60.0	800	331/128	11/256
738	2019_12_15	12:40:53	28.0	60.0	100	2521/256	11/256
738	2019_12_15	12:40:53	29.0	59.0	800	331/128	11/256
739	2019_12_15	12:46:14	29.0	59.0	100	2521/256	11/256
739	2019_12_15	12:46:14	29.0	59.0	800	331/128	11/256
740	2019_12_15	12:51:26	28.0	61.0	100	2521/256	11/256
740	2019_12_15	12:51:26	28.0	61.0	800	331/128	11/256
741	2019_12_15	12:59:23	28.0	61.0	100	2521/256	11/256
741	2019_12_15	12:59:23	28.0	61.0	800	331/128	11/256
742	2019_12_15	13:04:42	28.0	60.0	100	2521/256	11/256
742	2019_12_15	13:04:42	28.0	60.0	800	331/128	11/256
743	2019_12_15	13:10:00	29.0	59.0	100	2521/256	11/256
743	2019_12_15	13:10:00	29.0	59.0	800	331/128	11/256
744	2019_12_15	13:18:03	29.0	59.0	100	2521/256	11/256
744	2019_12_15	13:18:03	28.0	61.0	800	331/128	11/256
745	2019_12_15	13:23:18	28.0	61.0	100	2521/256	11/256
745	2019_12_15	13:23:18	28.0	61.0	800	331/128	11/256
746	2019_12_15	13:28:31	28.0	61.0	100	2521/256	11/256
746	2019_12_15	13:28:31	28.0	60.0	800	331/128	11/256
747	2019_12_15	13:36:35	28.0	61.0	100	2521/256	11/256
747	2019_12_15	13:36:35	29.0	59.0	800	331/128	11/256
748	2019_12_15	13:41:52	29.0	59.0	100	2521/256	11/256
748	2019_12_15	13:41:52	29.0	60.0	800	331/128	11/256
749	2019_12_15	13:47:07	28.0	62.0	100	2521/256	11/256
749	2019_12_15	13:47:07	28.0	62.0	800	331/128	11/256
750	2019_12_15	13:55:09	28.0	62.0	100	2521/256	11/256
750	2019_12_15	13:55:09	28.0	61.0	800	331/128	11/256
751	2019_12_15	14:00:24	28.0	61.0	100	2521/256	11/256
751	2019_12_15	14:00:24	29.0	60.0	800	331/128	11/256
752	2019_12_15	14:05:42	29.0	60.0	100	2521/256	11/256
752	2019_12_15	14:05:42	29.0	58.0	800	331/128	11/256
753	2019_12_15	14:13:47	29.0	58.0	100	2521/256	11/256
753	2019_12_15	14:13:47	28.0	60.0	800	331/128	11/256
754	2019_12_15	14:19:01	28.0	60.0	100	2521/256	11/256
754	2019_12_15	14:19:01	28.0	62.0	800	331/128	11/256
755	2019_12_15	14:24:14	28.0	62.0	100	2521/256	11/256
755	2019_12_15	14:24:14	28.0	62.0	800	331/128	11/256
756	2019_12_15	14:32:23	28.0	61.0	100	2521/256	11/256
756	2019_12_15	14:32:23	29.0	60.0	800	331/128	11/256
757	2019_12_15	14:37:38	29.0	60.0	100	2521/256	11/256
757	2019_12_15	14:37:38	29.0	58.0	800	331/128	11/256
758	2019_12_15	14:42:54	29.0	58.0	100	2521/256	11/256
758	2019_12_15	14:42:54	28.0	60.0	800	331/128	11/256
759	2019_12_15	14:50:58	28.0	60.0	100	2521/256	11/256
759	2019_12_15	14:50:58	28.0	61.0	800	331/128	11/256
760	2019_12_15	14:56:17	28.0	61.0	100	2521/256	11/256
760	2019_12_15	14:56:17	29.0	60.0	800	331/128	11/256
761	2019_12_15	15:01:35	29.0	58.0	100	2521/256	11/256
761	2019_12_15	15:01:35	29.0	58.0	800	331/128	11/256
762	2019_12_15	15:09:28	29.0	58.0	100	2521/256	11/256
762	2019_12_15	15:09:28	28.0	60.0	800	331/128	11/256
763	2019_12_15	15:14:42	28.0	60.0	100	2521/256	11/256
763	2019_12_15	15:14:42	28.0	62.0	800	331/128	11/256
764	2019_12_15	15:19:58	28.0	62.0	100	2521/256	11/256
764	2019_12_15	15:19:58	29.0	61.0	800	331/128	11/256
765	2019_12_15	15:28:00	29.0	61.0	100	2521/256	11/256
765	2019_12_15	15:28:00	28.0	60.0	800	331/128	11/256
766	2019_12_15	15:33:15	28.0	62.0	100	2521/256	11/256
766	2019_12_15	15:33:15	28.0	62.0	800	331/128	11/256
767	2019_12_15	15:38:33	28.0	62.0	100	2521/256	11/256
767	2019_12_15	15:38:33	29.0	60.0	800	331/128	11/256
768	2019_12_15	15:46:35	29.0	60.0	100	2521/256	11/256
768	2019_12_15	15:46:35	28.0	60.0	800	331/128	11/256
769	2019_12_15	15:51:59	29.0	59.0	100	2521/256	11/256
769	2019_12_15	15:51:59	28.0	61.0	800	331/128	11/256
770	2019_12_15	15:57:20	29.0	60.0	100	2521/256	11/256
770	2019_12_15	15:57:20	29.0	60.0	800	331/128	11/256
771	2019_12_15	16:05:21	29.0	59.0	100	2521/256	11/256
771	2019_12_15	16:05:21	29.0	59.0	800	331/128	11/256
772	2019_12_15	16:10:38	28.0	60.0	100	2521/256	11/256
772	2019_12_15	16:10:38	28.0	60.0	800	331/128	11/256
773	2019_12_15	16:15:51	28.0	62.0	100	2521/256	11/256
773	2019_12_15	16:15:51	28.0	62.0	800	331/128	11/256
774	2019_12_15	16:23:49	28.0	62.0	100	2521/256	11/256
774	2019_12_15	16:23:49	29.0	61.0	800	331/128	11/256
775	2019_12_15	16:29:06	29.0	60.0	100	2521/256	11/256
775	2019_12_15	16:29:06	29.0	58.0	800	331/128	11/256
776	2019_12_15	16:34:19	29.0	58.0	100	2521/256	11/256
776	2019_12_15	16:34:19	28.0	60.0	800	331/128	11/256
777	2019_12_15	16:42:16	28.0	62.0	100	2521/256	11/256
777	2019_12_15	16:42:16	29.0	61.0	800	331/128	11/256
778	2019_12_15	16:47:36	28.0	61.0	100	2521/256	11/256
778	2019_12_15	16:47:36	29.0	59.0	800	331/128	11/256
779	2019_12_15	16:52:52	28.0	60.0	100	2521/256	11/256
779	2019_12_15	16:52:52	28.0	60.0	800	331/128	11/256
780	2019_12_15	17:00:45	28.0	60.0	100	2521/256	11/256
780	2019_12_15	17:00:45	28.0	62.0	800	331/128	11/256
781	2019_12_15	17:06:00	28.0	62.0	100	2521/256	11/256
781	2019_12_15	17:06:00	29.0	60.0	800	331/128	11/256
782	2019_12_15	17:11:13	29.0	58.0	100	2521/256	11/256
782	2019_12_15	17:11:13	29.0	58.0	800	331/128	11/256
783	2019_12_15	17:19:21	29.0	58.0	100	2521/256	11/256
783	2019_12_15	17:19:21	28.0	60.0	800	331/128	11/256
784	2019_12_15	17:24:38	28.0	62.0	100	2521/256	11/256
784	2019_12_15	17:24:38	28.0	62.0	800	331/128	11/256
785	2019_12_15	17:29:59	29.0	61.0	100	2521/256	11/256
785	2019_12_15	17:29:59	29.0	61.0	800	331/128	11/256
786	2019_12_15	17:38:07	28.0	60.0	100	2521/256	11/256
786	2019_12_15	17:38:07	28.0	60.0	800	331/128	11/256
787	2019_12_15	17:43:27	28.0	60.0	100	2521/256	11/256
787	2019_12_15	17:43:27	28.0	62.0	800	331/128	11/256
788	2019_12_15	17:48:45	29.0	60.0	100	2521/256	11/256
788	2019_12_15	17:48:45	29.0	60.0	800	331/128	11/256
789	2019_12_15	17:56:46	29.0	60.0	100	2521/256	11/256
789	2019_12_15	17:56:46	28.0	60.0	800	331/128	11/256
790	2019_12_15	18:02:00	28.0	61.0	100	2521/256	11/256
790	2019_12_15	18:02:00	28.0	61.0	800	331/128	11/256
791	2019_12_15	18:07:21	29.0	60.0	100	2521/256	11/256
791	2019_12_15	18:07:21	29.0	60.0	800	331/128	11/256
792	2019_12_15	18:15:22	28.0	60.0	100	2521/256	11/256
792	2019_12_15	18:15:22	28.0	59.0	800	331/128	11/256
793	2019_12_15	18:20:38	28.0	61.0	100	2521/256	11/256
793	2019_12_15	18:20:38	28.0	61.0	800	331/128	11/256
794	2019_12_15	18:25:53	29.0	60.0	100	2521/256	11/256
794	2019_12_15	18:25:53	29.0	60.0	800	331/128	11/256
795	2019_12_15	22:01:27	29.0	60.0	100	2521/256	11/256
795	2019_12_15	22:01:27	26.0	63.0	800	331/128	11/256
796	2019_12_15	22:06:42	26.0	63.0	100	2521/256	11/256
796	2019_12_15	22:06:42	26.0	64.0	800	331/128	11/256
797	2019_12_15	22:11:59	26.0	64.0	100	2521/256	11/256
797	2019_12_15	22:11:59	27.0	63.0	800	331/128	11/256
798	2019_12_15	22:20:08	27.0	63.0	100	2521/256	11/256
798	2019_12_15	22:20:08	28.0	62.0	800	331/128	11/256
799	2019_12_15	22:25:25	28.0	62.0	100	2521/256	11/256
799	2019_12_15	22:25:25	28.0	62.0	800	331/128	11/256
800	2019_12_15	22:30:38	28.0	61.0	100	2521/256	11/256
800	2019_12_15	22:30:38	28.0	61.0	800	331/128	11/256
801	2019_12_15	22:38:31	29.0	60.0	100	2521/256	11/256
801	2019_12_15	22:38:31	28.0	61.0	800	331/128	11/256
802	2019_12_15	22:43:53	29.0	59.0	100	2521/256	11/256
802	2019_12_15	22:43:53	29.0	59.0	800	331/128	11/256
803	2019_12_15	22:49:09	29.0	59.0	100	2521/256	11/256
803	2019_12_15	22:49:09	29.0	58.0	800	331/128	11/256
804	2019_12_15	22:56:59	28.0	60.0	100	2521/256	11/256
804	2019_12_15	22:56:59	28.0	60.0	800	331/128	11/256
805	2019_12_15	23:02:23	28.0	61.0	100	2521/256	11/256
805	2019_12_15	23:02:23	28.0	61.0	800	331/128	11/256
806	2019_12_15	23:07:42	28.0	61.0	100	2521/256	11/256
806	2019_12_15	23:07:42	28.0	61.0	800	331/128	11/256
807	2019_12_15	23:15:54	29.0	59.0	100	2521/256	11/256
807	2019_12_15	23:15:54	28.0	60.0	800	331/128	11/256
808	2019_12_15	23:21:22	29.0	59.0	100	2521/256	11/256
808	2019_12_15	23:21:22	29.0	59.0	800	331/128	11/256
809	2019_12_15	23:26:37	29.0	59.0	100	2521/256	11/256
809	2019_12_15	23:26:37	29.0	58.0	800	331/128	11/256
810	2019_12_15	23:34:28	29.0	58.0	100	2521/256	11/256
810	2019_12_15	23:34:28	28.0	60.0	800	331/128	11/256
811	2019_12_15	23:39:46	28.0	60.0	100	2521/256	11/256
811	2019_12_15	23:39:46	28.0	61.0	800	331/128	11/256
812	2019_12_15	23:44:59	28.0	61.0	100	2521/256	11/256
812	2019_12_15	23:44:59	28.0	61.0	800	331/128	11/256
813	2019_12_15	23:53:00	28.0	61.0	100	2521/256	11/256
813	2019_12_15	23:53:00	28.0	60.0	800	331/128	11/256
814	2019_12_15	23:58:16	28.0	60.0	100	2521/256	11/256
814	2019_12_15	23:58:16	29.0	59.0	800	331/128	11/256
