--TAB SEPARATED DATA FILE--
CAMERA SETTINGS:
Resolution = (820, 616)
Shutter speed = 499907 microseconds
LED CYCLE:
Blue Illumination: 300s
Green Illumination: 1s
Number of Cycles: 0 <-- (0 is continuous loop)

ITERATION	DATE	TIME	TEMPERATURE	HUMIDITY	ISO	ANALOG GAIN	DIGITAL GAIN	
197	2019_12_12	12:16:59	28.0	58.0	100	2521/256	11/256
197	2019_12_12	12:16:59	28.0	58.0	800	331/128	11/256
198	2019_12_12	12:24:54	28.0	58.0	100	2521/256	11/256
198	2019_12_12	12:24:54	28.0	58.0	800	331/128	11/256
199	2019_12_12	12:30:11	28.0	58.0	100	2521/256	11/256
199	2019_12_12	12:30:11	28.0	58.0	800	331/128	11/256
200	2019_12_12	12:35:29	28.0	58.0	100	2521/256	11/256
200	2019_12_12	12:35:29	28.0	58.0	800	331/128	11/256
201	2019_12_12	12:42:57	28.0	58.0	100	2521/256	11/256
201	2019_12_12	12:42:57	28.0	58.0	800	331/128	11/256
202	2019_12_12	12:48:13	28.0	58.0	100	2521/256	11/256
202	2019_12_12	12:48:13	28.0	58.0	800	331/128	11/256
203	2019_12_12	12:53:30	28.0	58.0	100	2521/256	11/256
203	2019_12_12	12:53:30	28.0	58.0	800	331/128	11/256
204	2019_12_12	13:01:10	28.0	58.0	100	2521/256	11/256
204	2019_12_12	13:01:10	28.0	58.0	800	331/128	11/256
205	2019_12_12	13:06:23	28.0	58.0	100	2521/256	11/256
205	2019_12_12	13:06:23	28.0	58.0	800	331/128	11/256
206	2019_12_12	13:11:41	28.0	58.0	100	2521/256	11/256
206	2019_12_12	13:11:41	28.0	58.0	800	331/128	11/256
207	2019_12_12	13:19:18	29.0	57.0	100	2521/256	11/256
207	2019_12_12	13:19:18	29.0	57.0	800	331/128	11/256
208	2019_12_12	13:24:35	29.0	57.0	100	2521/256	11/256
208	2019_12_12	13:24:35	29.0	56.0	800	331/128	11/256
209	2019_12_12	13:29:50	29.0	56.0	100	2521/256	11/256
209	2019_12_12	13:29:50	28.0	59.0	800	331/128	11/256
210	2019_12_12	13:37:20	28.0	59.0	100	2521/256	11/256
210	2019_12_12	13:37:20	28.0	60.0	800	331/128	11/256
211	2019_12_12	13:42:38	28.0	60.0	100	2521/256	11/256
211	2019_12_12	13:42:38	28.0	59.0	800	331/128	11/256
212	2019_12_12	13:47:54	28.0	59.0	100	2521/256	11/256
212	2019_12_12	13:47:54	28.0	59.0	800	331/128	11/256
213	2019_12_12	13:55:35	28.0	59.0	100	2521/256	11/256
213	2019_12_12	13:55:35	28.0	59.0	800	331/128	11/256
214	2019_12_12	14:00:56	28.0	59.0	100	2521/256	11/256
214	2019_12_12	14:00:56	28.0	59.0	800	331/128	11/256
215	2019_12_12	14:06:14	28.0	59.0	100	2521/256	11/256
215	2019_12_12	14:06:14	28.0	59.0	800	331/128	11/256
216	2019_12_12	14:13:43	28.0	59.0	100	2521/256	11/256
216	2019_12_12	14:13:43	28.0	59.0	800	331/128	11/256
217	2019_12_12	14:18:59	29.0	58.0	100	2521/256	11/256
217	2019_12_12	14:18:59	29.0	58.0	800	331/128	11/256
218	2019_12_12	14:24:14	29.0	57.0	100	2521/256	11/256
218	2019_12_12	14:24:14	29.0	58.0	800	331/128	11/256
219	2019_12_12	14:32:06	29.0	58.0	100	2521/256	11/256
219	2019_12_12	14:32:06	28.0	60.0	800	331/128	11/256
220	2019_12_12	14:37:22	27.0	59.0	100	2521/256	11/256
220	2019_12_12	14:37:22	27.0	61.0	800	331/128	11/256
221	2019_12_12	14:42:34	27.0	61.0	100	2521/256	11/256
221	2019_12_12	14:42:34	28.0	60.0	800	331/128	11/256
222	2019_12_12	14:50:20	28.0	60.0	100	2521/256	11/256
222	2019_12_12	14:50:20	28.0	60.0	800	331/128	11/256
223	2019_12_12	14:55:38	28.0	59.0	100	2521/256	11/256
223	2019_12_12	14:55:38	28.0	60.0	800	331/128	11/256
224	2019_12_12	15:00:59	28.0	59.0	100	2521/256	11/256
224	2019_12_12	15:00:59	28.0	60.0	800	331/128	11/256
225	2019_12_12	15:08:49	29.0	58.0	100	2521/256	11/256
225	2019_12_12	15:08:49	28.0	59.0	800	331/128	11/256
226	2019_12_12	15:14:08	29.0	58.0	100	2521/256	11/256
226	2019_12_12	15:14:08	29.0	58.0	800	331/128	11/256
227	2019_12_12	15:19:21	29.0	58.0	100	2521/256	11/256
227	2019_12_12	15:19:21	29.0	58.0	800	331/128	11/256
228	2019_12_12	15:27:02	28.0	60.0	100	2521/256	11/256
228	2019_12_12	15:27:02	28.0	60.0	800	331/128	11/256
229	2019_12_12	15:32:28	28.0	60.0	100	2521/256	11/256
229	2019_12_12	15:32:28	28.0	61.0	800	331/128	11/256
230	2019_12_12	15:37:45	27.0	61.0	100	2521/256	11/256
230	2019_12_12	15:37:45	28.0	60.0	800	331/128	11/256
231	2019_12_12	15:45:47	28.0	60.0	100	2521/256	11/256
231	2019_12_12	15:45:47	28.0	60.0	800	331/128	11/256
232	2019_12_12	15:51:02	28.0	60.0	100	2521/256	11/256
232	2019_12_12	15:51:02	28.0	60.0	800	331/128	11/256
233	2019_12_12	15:56:18	28.0	60.0	100	2521/256	11/256
233	2019_12_12	15:56:18	28.0	60.0	800	331/128	11/256
234	2019_12_12	16:04:13	29.0	59.0	100	2521/256	11/256
234	2019_12_12	16:04:13	29.0	59.0	800	331/128	11/256
235	2019_12_12	16:09:30	29.0	59.0	100	2521/256	11/256
235	2019_12_12	16:09:30	29.0	58.0	800	331/128	11/256
236	2019_12_12	16:14:48	29.0	58.0	100	2521/256	11/256
236	2019_12_12	16:14:48	28.0	60.0	800	331/128	11/256
237	2019_12_12	16:22:53	28.0	60.0	100	2521/256	11/256
237	2019_12_12	16:22:53	28.0	61.0	800	331/128	11/256
238	2019_12_12	16:28:08	28.0	60.0	100	2521/256	11/256
238	2019_12_12	16:28:08	29.0	59.0	800	331/128	11/256
239	2019_12_12	16:33:21	29.0	58.0	100	2521/256	11/256
239	2019_12_12	16:33:21	29.0	58.0	800	331/128	11/256
240	2019_12_12	16:41:21	29.0	58.0	100	2521/256	11/256
240	2019_12_12	16:41:21	27.0	60.0	800	331/128	11/256
241	2019_12_12	16:46:38	28.0	60.0	100	2521/256	11/256
241	2019_12_12	16:46:38	27.0	62.0	800	331/128	11/256
242	2019_12_12	16:51:51	27.0	62.0	100	2521/256	11/256
242	2019_12_12	16:51:51	28.0	61.0	800	331/128	11/256
243	2019_12_12	16:59:20	28.0	60.0	100	2521/256	11/256
243	2019_12_12	16:59:20	28.0	60.0	800	331/128	11/256
244	2019_12_12	17:04:36	28.0	60.0	100	2521/256	11/256
244	2019_12_12	17:04:36	29.0	59.0	800	331/128	11/256
245	2019_12_12	17:09:51	29.0	59.0	100	2521/256	11/256
245	2019_12_12	17:09:51	29.0	58.0	800	331/128	11/256
246	2019_12_12	17:17:29	29.0	58.0	100	2521/256	11/256
246	2019_12_12	17:17:29	28.0	60.0	800	331/128	11/256
247	2019_12_12	17:22:44	28.0	60.0	100	2521/256	11/256
247	2019_12_12	17:22:44	28.0	61.0	800	331/128	11/256
248	2019_12_12	17:28:02	28.0	61.0	100	2521/256	11/256
248	2019_12_12	17:28:02	28.0	61.0	800	331/128	11/256
249	2019_12_12	17:35:39	28.0	61.0	100	2521/256	11/256
249	2019_12_12	17:35:39	29.0	59.0	800	331/128	11/256
250	2019_12_12	17:40:55	29.0	59.0	100	2521/256	11/256
250	2019_12_12	17:40:55	29.0	58.0	800	331/128	11/256
251	2019_12_12	17:46:08	29.0	58.0	100	2521/256	11/256
251	2019_12_12	17:46:08	28.0	60.0	800	331/128	11/256
252	2019_12_12	17:53:42	28.0	60.0	100	2521/256	11/256
252	2019_12_12	17:53:42	28.0	61.0	800	331/128	11/256
253	2019_12_12	17:59:00	28.0	61.0	100	2521/256	11/256
253	2019_12_12	17:59:00	28.0	61.0	800	331/128	11/256
254	2019_12_12	18:04:16	28.0	61.0	100	2521/256	11/256
254	2019_12_12	18:04:16	29.0	59.0	800	331/128	11/256
255	2019_12_12	18:11:56	29.0	59.0	100	2521/256	11/256
255	2019_12_12	18:11:56	29.0	58.0	800	331/128	11/256
256	2019_12_12	18:17:09	28.0	59.0	100	2521/256	11/256
256	2019_12_12	18:17:09	28.0	60.0	800	331/128	11/256
257	2019_12_12	18:22:22	28.0	62.0	100	2521/256	11/256
257	2019_12_12	18:22:22	28.0	62.0	800	331/128	11/256
258	2019_12_12	18:30:04	28.0	61.0	100	2521/256	11/256
258	2019_12_12	18:30:04	28.0	61.0	800	331/128	11/256
259	2019_12_12	18:35:25	29.0	60.0	100	2521/256	11/256
259	2019_12_12	18:35:25	29.0	59.0	800	331/128	11/256
260	2019_12_12	18:40:45	29.0	60.0	100	2521/256	11/256
260	2019_12_12	18:40:45	29.0	58.0	800	331/128	11/256
261	2019_12_12	18:48:33	29.0	58.0	100	2521/256	11/256
261	2019_12_12	18:48:33	28.0	60.0	800	331/128	11/256
262	2019_12_12	18:53:47	28.0	60.0	100	2521/256	11/256
262	2019_12_12	18:53:47	28.0	62.0	800	331/128	11/256
263	2019_12_12	18:59:01	28.0	62.0	100	2521/256	11/256
263	2019_12_12	18:59:01	28.0	61.0	800	331/128	11/256
264	2019_12_12	19:06:59	28.0	61.0	100	2521/256	11/256
264	2019_12_12	19:06:59	29.0	60.0	800	331/128	11/256
265	2019_12_12	19:12:17	29.0	58.0	100	2521/256	11/256
265	2019_12_12	19:12:17	29.0	58.0	800	331/128	11/256
266	2019_12_12	19:17:30	29.0	58.0	100	2521/256	11/256
266	2019_12_12	19:17:30	28.0	60.0	800	331/128	11/256
267	2019_12_12	19:25:23	28.0	62.0	100	2521/256	11/256
267	2019_12_12	19:25:23	28.0	61.0	800	331/128	11/256
268	2019_12_12	19:30:39	28.0	61.0	100	2521/256	11/256
268	2019_12_12	19:30:39	29.0	60.0	800	331/128	11/256
269	2019_12_12	19:35:57	29.0	60.0	100	2521/256	11/256
269	2019_12_12	19:35:57	29.0	58.0	800	331/128	11/256
270	2019_12_12	19:43:43	28.0	60.0	100	2521/256	11/256
270	2019_12_12	19:43:43	28.0	60.0	800	331/128	11/256
271	2019_12_12	19:49:01	28.0	61.0	100	2521/256	11/256
271	2019_12_12	19:49:01	28.0	62.0	800	331/128	11/256
272	2019_12_12	19:54:21	28.0	62.0	100	2521/256	11/256
272	2019_12_12	19:54:21	28.0	62.0	800	331/128	11/256
273	2019_12_12	20:02:19	28.0	61.0	100	2521/256	11/256
273	2019_12_12	20:02:19	29.0	60.0	800	331/128	11/256
274	2019_12_12	20:07:38	29.0	60.0	100	2521/256	11/256
274	2019_12_12	20:07:38	29.0	58.0	800	331/128	11/256
275	2019_12_12	20:12:51	29.0	58.0	100	2521/256	11/256
275	2019_12_12	20:12:51	28.0	60.0	800	331/128	11/256
276	2019_12_12	20:20:48	28.0	60.0	100	2521/256	11/256
276	2019_12_12	20:20:48	28.0	62.0	800	331/128	11/256
277	2019_12_12	20:26:03	29.0	60.0	100	2521/256	11/256
277	2019_12_12	20:26:03	29.0	60.0	800	331/128	11/256
278	2019_12_12	20:31:21	29.0	58.0	100	2521/256	11/256
278	2019_12_12	20:31:21	29.0	59.0	800	331/128	11/256
279	2019_12_12	20:39:30	29.0	59.0	100	2521/256	11/256
279	2019_12_12	20:39:30	28.0	60.0	800	331/128	11/256
280	2019_12_12	20:44:49	28.0	60.0	100	2521/256	11/256
280	2019_12_12	20:44:49	28.0	62.0	800	331/128	11/256
281	2019_12_12	20:50:03	28.0	62.0	100	2521/256	11/256
281	2019_12_12	20:50:03	28.0	62.0	800	331/128	11/256
282	2019_12_12	20:57:32	28.0	62.0	100	2521/256	11/256
282	2019_12_12	20:57:32	29.0	60.0	800	331/128	11/256
283	2019_12_12	21:02:45	29.0	60.0	100	2521/256	11/256
283	2019_12_12	21:02:45	29.0	59.0	800	331/128	11/256
284	2019_12_12	21:08:01	28.0	60.0	100	2521/256	11/256
284	2019_12_12	21:08:01	28.0	60.0	800	331/128	11/256
285	2019_12_12	21:15:42	28.0	62.0	100	2521/256	11/256
285	2019_12_12	21:15:42	28.0	62.0	800	331/128	11/256
286	2019_12_12	21:21:03	29.0	60.0	100	2521/256	11/256
286	2019_12_12	21:21:03	29.0	60.0	800	331/128	11/256
287	2019_12_12	21:26:21	29.0	60.0	100	2521/256	11/256
287	2019_12_12	21:26:21	29.0	59.0	800	331/128	11/256
288	2019_12_12	21:33:54	29.0	59.0	100	2521/256	11/256
288	2019_12_12	21:33:54	28.0	61.0	800	331/128	11/256
289	2019_12_12	21:39:10	28.0	62.0	100	2521/256	11/256
289	2019_12_12	21:39:10	28.0	62.0	800	331/128	11/256
290	2019_12_12	21:44:28	28.0	62.0	100	2521/256	11/256
290	2019_12_12	21:44:28	28.0	62.0	800	331/128	11/256
291	2019_12_12	21:52:11	28.0	62.0	100	2521/256	11/256
291	2019_12_12	21:52:11	29.0	60.0	800	331/128	11/256
292	2019_12_12	21:57:26	29.0	59.0	100	2521/256	11/256
292	2019_12_12	21:57:26	29.0	59.0	800	331/128	11/256
293	2019_12_12	22:02:50	29.0	58.0	100	2521/256	11/256
293	2019_12_12	22:02:50	28.0	60.0	800	331/128	11/256
294	2019_12_12	22:10:42	28.0	60.0	100	2521/256	11/256
294	2019_12_12	22:10:42	28.0	62.0	800	331/128	11/256
295	2019_12_12	22:15:58	29.0	61.0	100	2521/256	11/256
295	2019_12_12	22:15:58	29.0	44.0	800	331/128	11/256
296	2019_12_12	22:21:12	29.0	60.0	100	2521/256	11/256
296	2019_12_12	22:21:12	29.0	59.0	800	331/128	11/256
297	2019_12_12	22:28:47	29.0	59.0	100	2521/256	11/256
297	2019_12_12	22:28:47	28.0	61.0	800	331/128	11/256
298	2019_12_12	22:34:01	28.0	61.0	100	2521/256	11/256
298	2019_12_12	22:34:01	28.0	62.0	800	331/128	11/256
299	2019_12_12	22:39:17	28.0	62.0	100	2521/256	11/256
299	2019_12_12	22:39:17	29.0	61.0	800	331/128	11/256
300	2019_12_12	22:47:07	28.0	62.0	100	2521/256	11/256
300	2019_12_12	22:47:07	28.0	60.0	800	331/128	11/256
301	2019_12_12	22:52:24	28.0	60.0	100	2521/256	11/256
301	2019_12_12	22:52:24	28.0	62.0	800	331/128	11/256
302	2019_12_12	22:57:39	29.0	61.0	100	2521/256	11/256
302	2019_12_12	22:57:39	29.0	61.0	800	331/128	11/256
303	2019_12_12	23:05:34	29.0	61.0	100	2521/256	11/256
303	2019_12_12	23:05:34	29.0	59.0	800	331/128	11/256
304	2019_12_12	23:10:48	29.0	59.0	100	2521/256	11/256
304	2019_12_12	23:10:48	28.0	61.0	800	331/128	11/256
305	2019_12_12	23:16:04	28.0	62.0	100	2521/256	11/256
305	2019_12_12	23:16:04	28.0	62.0	800	331/128	11/256
306	2019_12_12	23:23:56	28.0	62.0	100	2521/256	11/256
306	2019_12_12	23:23:56	29.0	61.0	800	331/128	11/256
307	2019_12_12	23:29:15	29.0	61.0	100	2521/256	11/256
307	2019_12_12	23:29:15	29.0	59.0	800	331/128	11/256
308	2019_12_12	23:34:28	29.0	59.0	100	2521/256	11/256
308	2019_12_12	23:34:28	28.0	61.0	800	331/128	11/256
309	2019_12_12	23:42:17	28.0	62.0	100	2521/256	11/256
309	2019_12_12	23:42:17	28.0	62.0	800	331/128	11/256
310	2019_12_12	23:47:39	29.0	61.0	100	2521/256	11/256
310	2019_12_12	23:47:39	29.0	61.0	800	331/128	11/256
311	2019_12_12	23:53:00	29.0	61.0	100	2521/256	11/256
311	2019_12_12	23:53:00	29.0	59.0	800	331/128	11/256
312	2019_12_13	00:01:11	29.0	59.0	100	2521/256	11/256
312	2019_12_13	00:01:11	28.0	61.0	800	331/128	11/256
313	2019_12_13	00:06:37	28.0	62.0	100	2521/256	11/256
313	2019_12_13	00:06:37	28.0	62.0	800	331/128	11/256
314	2019_12_13	00:11:57	28.0	62.0	100	2521/256	11/256
314	2019_12_13	00:11:57	29.0	61.0	800	331/128	11/256
315	2019_12_13	00:19:46	29.0	59.0	100	2521/256	11/256
315	2019_12_13	00:19:46	28.0	60.0	800	331/128	11/256
316	2019_12_13	00:25:04	28.0	60.0	100	2521/256	11/256
316	2019_12_13	00:25:04	28.0	62.0	800	331/128	11/256
317	2019_12_13	00:30:17	28.0	62.0	100	2521/256	11/256
317	2019_12_13	00:30:17	29.0	61.0	800	331/128	11/256
318	2019_12_13	00:38:14	29.0	61.0	100	2521/256	11/256
318	2019_12_13	00:38:14	29.0	59.0	800	331/128	11/256
319	2019_12_13	00:43:28	28.0	60.0	100	2521/256	11/256
319	2019_12_13	00:43:28	28.0	61.0	800	331/128	11/256
320	2019_12_13	00:48:41	28.0	62.0	100	2521/256	11/256
320	2019_12_13	00:48:41	28.0	62.0	800	331/128	11/256
321	2019_12_13	00:56:22	28.0	62.0	100	2521/256	11/256
321	2019_12_13	00:56:22	29.0	61.0	800	331/128	11/256
322	2019_12_13	01:01:36	29.0	61.0	100	2521/256	11/256
322	2019_12_13	01:01:36	29.0	59.0	800	331/128	11/256
323	2019_12_13	01:06:51	28.0	61.0	100	2521/256	11/256
323	2019_12_13	01:06:51	28.0	61.0	800	331/128	11/256
324	2019_12_13	01:14:32	28.0	61.0	100	2521/256	11/256
324	2019_12_13	01:14:32	28.0	62.0	800	331/128	11/256
325	2019_12_13	01:19:48	28.0	62.0	100	2521/256	11/256
325	2019_12_13	01:19:48	29.0	61.0	800	331/128	11/256
326	2019_12_13	01:25:04	29.0	61.0	100	2521/256	11/256
326	2019_12_13	01:25:04	29.0	59.0	800	331/128	11/256
327	2019_12_13	01:33:01	29.0	59.0	100	2521/256	11/256
327	2019_12_13	01:33:01	28.0	61.0	800	331/128	11/256
328	2019_12_13	01:38:15	28.0	62.0	100	2521/256	11/256
328	2019_12_13	01:38:15	28.0	62.0	800	331/128	11/256
329	2019_12_13	01:43:43	28.0	62.0	100	2521/256	11/256
329	2019_12_13	01:43:43	29.0	61.0	800	331/128	11/256
330	2019_12_13	01:51:20	29.0	61.0	100	2521/256	11/256
330	2019_12_13	01:51:20	28.0	60.0	800	331/128	11/256
331	2019_12_13	01:56:34	28.0	60.0	100	2521/256	11/256
331	2019_12_13	01:56:34	28.0	62.0	800	331/128	11/256
332	2019_12_13	02:01:50	28.0	62.0	100	2521/256	11/256
332	2019_12_13	02:01:50	29.0	61.0	800	331/128	11/256
333	2019_12_13	02:09:32	29.0	61.0	100	2521/256	11/256
333	2019_12_13	02:09:32	29.0	59.0	800	331/128	11/256
334	2019_12_13	02:14:51	28.0	61.0	100	2521/256	11/256
334	2019_12_13	02:14:51	28.0	61.0	800	331/128	11/256
335	2019_12_13	02:20:14	28.0	62.0	100	2521/256	11/256
335	2019_12_13	02:20:14	28.0	62.0	800	331/128	11/256
336	2019_12_13	02:28:03	28.0	62.0	100	2521/256	11/256
336	2019_12_13	02:28:03	29.0	61.0	800	331/128	11/256
337	2019_12_13	02:33:17	29.0	61.0	100	2521/256	11/256
337	2019_12_13	02:33:17	29.0	59.0	800	331/128	11/256
338	2019_12_13	02:38:33	29.0	59.0	100	2521/256	11/256
338	2019_12_13	02:38:33	28.0	61.0	800	331/128	11/256
339	2019_12_13	02:46:20	28.0	60.0	100	2521/256	11/256
339	2019_12_13	02:46:20	28.0	62.0	800	331/128	11/256
340	2019_12_13	02:51:38	28.0	62.0	100	2521/256	11/256
340	2019_12_13	02:51:38	29.0	61.0	800	331/128	11/256
341	2019_12_13	02:56:56	29.0	61.0	100	2521/256	11/256
341	2019_12_13	02:56:56	29.0	59.0	800	331/128	11/256
342	2019_12_13	03:04:51	29.0	59.0	100	2521/256	11/256
342	2019_12_13	03:04:51	28.0	61.0	800	331/128	11/256
343	2019_12_13	03:10:09	28.0	62.0	100	2521/256	11/256
343	2019_12_13	03:10:09	28.0	62.0	800	331/128	11/256
344	2019_12_13	03:15:29	29.0	61.0	100	2521/256	11/256
344	2019_12_13	03:15:29	29.0	61.0	800	331/128	11/256
345	2019_12_13	03:23:31	29.0	61.0	100	2521/256	11/256
345	2019_12_13	03:23:31	28.0	60.0	800	331/128	11/256
346	2019_12_13	03:28:53	28.0	60.0	100	2521/256	11/256
346	2019_12_13	03:28:53	28.0	62.0	800	331/128	11/256
347	2019_12_13	03:34:08	28.0	62.0	100	2521/256	11/256
347	2019_12_13	03:34:08	29.0	61.0	800	331/128	11/256
348	2019_12_13	03:42:07	29.0	61.0	100	2521/256	11/256
348	2019_12_13	03:42:07	29.0	59.0	800	331/128	11/256
349	2019_12_13	03:47:22	28.0	60.0	100	2521/256	11/256
349	2019_12_13	03:47:22	28.0	61.0	800	331/128	11/256
350	2019_12_13	03:52:35	28.0	62.0	100	2521/256	11/256
350	2019_12_13	03:52:35	28.0	62.0	800	331/128	11/256
351	2019_12_13	04:00:42	29.0	61.0	100	2521/256	11/256
351	2019_12_13	04:00:42	29.0	61.0	800	331/128	11/256
352	2019_12_13	04:06:01	29.0	61.0	100	2521/256	11/256
352	2019_12_13	04:06:01	29.0	59.0	800	331/128	11/256
353	2019_12_13	04:11:14	29.0	59.0	100	2521/256	11/256
353	2019_12_13	04:11:14	28.0	60.0	800	331/128	11/256
354	2019_12_13	04:19:11	28.0	60.0	100	2521/256	11/256
354	2019_12_13	04:19:11	28.0	62.0	800	331/128	11/256
355	2019_12_13	04:24:25	28.0	62.0	100	2521/256	11/256
355	2019_12_13	04:24:25	29.0	61.0	800	331/128	11/256
356	2019_12_13	04:29:43	29.0	59.0	100	2521/256	11/256
356	2019_12_13	04:29:43	29.0	59.0	800	331/128	11/256
357	2019_12_13	04:37:46	29.0	59.0	100	2521/256	11/256
357	2019_12_13	04:37:46	28.0	61.0	800	331/128	11/256
358	2019_12_13	04:43:00	28.0	62.0	100	2521/256	11/256
358	2019_12_13	04:43:00	28.0	62.0	800	331/128	11/256
359	2019_12_13	04:48:15	28.0	62.0	100	2521/256	11/256
359	2019_12_13	04:48:15	28.0	62.0	800	331/128	11/256
360	2019_12_13	04:56:13	28.0	62.0	100	2521/256	11/256
360	2019_12_13	04:56:13	29.0	61.0	800	331/128	11/256
361	2019_12_13	05:01:27	29.0	60.0	100	2521/256	11/256
361	2019_12_13	05:01:27	29.0	59.0	800	331/128	11/256
362	2019_12_13	05:06:45	29.0	59.0	100	2521/256	11/256
362	2019_12_13	05:06:45	28.0	60.0	800	331/128	11/256
363	2019_12_13	05:14:25	28.0	60.0	100	2521/256	11/256
363	2019_12_13	05:14:25	28.0	62.0	800	331/128	11/256
364	2019_12_13	05:19:38	29.0	60.0	100	2521/256	11/256
364	2019_12_13	05:19:38	29.0	60.0	800	331/128	11/256
365	2019_12_13	05:25:01	29.0	60.0	100	2521/256	11/256
365	2019_12_13	05:25:01	29.0	59.0	800	331/128	11/256
366	2019_12_13	05:32:48	29.0	59.0	100	2521/256	11/256
366	2019_12_13	05:32:48	28.0	61.0	800	331/128	11/256
367	2019_12_13	05:38:07	28.0	61.0	100	2521/256	11/256
367	2019_12_13	05:38:07	28.0	62.0	800	331/128	11/256
368	2019_12_13	05:43:21	28.0	62.0	100	2521/256	11/256
368	2019_12_13	05:43:21	28.0	62.0	800	331/128	11/256
369	2019_12_13	05:50:59	28.0	62.0	100	2521/256	11/256
369	2019_12_13	05:50:59	29.0	60.0	800	331/128	11/256
370	2019_12_13	05:56:13	29.0	60.0	100	2521/256	11/256
370	2019_12_13	05:56:13	29.0	59.0	800	331/128	11/256
371	2019_12_13	06:01:28	28.0	60.0	100	2521/256	11/256
371	2019_12_13	06:01:28	28.0	60.0	800	331/128	11/256
372	2019_12_13	06:09:21	28.0	62.0	100	2521/256	11/256
372	2019_12_13	06:09:21	28.0	62.0	800	331/128	11/256
373	2019_12_13	06:14:40	29.0	60.0	100	2521/256	11/256
373	2019_12_13	06:14:40	29.0	61.0	800	331/128	11/256
374	2019_12_13	06:19:58	29.0	59.0	100	2521/256	11/256
374	2019_12_13	06:19:58	29.0	59.0	800	331/128	11/256
375	2019_12_13	06:27:50	28.0	61.0	100	2521/256	11/256
375	2019_12_13	06:27:50	28.0	61.0	800	331/128	11/256
376	2019_12_13	06:33:16	28.0	61.0	100	2521/256	11/256
376	2019_12_13	06:33:16	28.0	62.0	800	331/128	11/256
377	2019_12_13	06:38:32	28.0	62.0	100	2521/256	11/256
377	2019_12_13	06:38:32	28.0	62.0	800	331/128	11/256
378	2019_12_13	06:46:18	29.0	60.0	100	2521/256	11/256
378	2019_12_13	06:46:18	29.0	60.0	800	331/128	11/256
379	2019_12_13	06:51:34	29.0	60.0	100	2521/256	11/256
379	2019_12_13	06:51:34	29.0	58.0	800	331/128	11/256
380	2019_12_13	06:56:52	28.0	60.0	100	2521/256	11/256
380	2019_12_13	06:56:52	28.0	60.0	800	331/128	11/256
381	2019_12_13	07:04:52	28.0	62.0	100	2521/256	11/256
381	2019_12_13	07:04:52	28.0	62.0	800	331/128	11/256
382	2019_12_13	07:10:09	28.0	62.0	100	2521/256	11/256
382	2019_12_13	07:10:09	29.0	61.0	800	331/128	11/256
383	2019_12_13	07:15:25	29.0	60.0	100	2521/256	11/256
383	2019_12_13	07:15:25	29.0	59.0	800	331/128	11/256
384	2019_12_13	07:23:26	29.0	59.0	100	2521/256	11/256
384	2019_12_13	07:23:26	28.0	61.0	800	331/128	11/256
385	2019_12_13	07:28:45	28.0	61.0	100	2521/256	11/256
385	2019_12_13	07:28:45	28.0	62.0	800	331/128	11/256
386	2019_12_13	07:34:01	28.0	62.0	100	2521/256	11/256
386	2019_12_13	07:34:01	28.0	62.0	800	331/128	11/256
387	2019_12_13	07:41:58	28.0	62.0	100	2521/256	11/256
387	2019_12_13	07:41:58	29.0	60.0	800	331/128	11/256
388	2019_12_13	07:47:12	29.0	60.0	100	2521/256	11/256
388	2019_12_13	07:47:12	29.0	58.0	800	331/128	11/256
389	2019_12_13	07:52:28	28.0	60.0	100	2521/256	11/256
389	2019_12_13	07:52:28	28.0	60.0	800	331/128	11/256
390	2019_12_13	08:00:24	28.0	60.0	100	2521/256	11/256
390	2019_12_13	08:00:24	28.0	62.0	800	331/128	11/256
391	2019_12_13	08:05:38	29.0	61.0	100	2521/256	11/256
391	2019_12_13	08:05:38	29.0	60.0	800	331/128	11/256
392	2019_12_13	08:10:55	29.0	60.0	100	2521/256	11/256
392	2019_12_13	08:10:55	29.0	59.0	800	331/128	11/256
393	2019_12_13	08:18:50	29.0	59.0	100	2521/256	11/256
393	2019_12_13	08:18:50	28.0	60.0	800	331/128	11/256
394	2019_12_13	08:24:04	28.0	61.0	100	2521/256	11/256
394	2019_12_13	08:24:04	28.0	62.0	800	331/128	11/256
395	2019_12_13	08:29:20	28.0	62.0	100	2521/256	11/256
395	2019_12_13	08:29:20	28.0	62.0	800	331/128	11/256
396	2019_12_13	08:37:25	29.0	60.0	100	2521/256	11/256
396	2019_12_13	08:37:25	29.0	60.0	800	331/128	11/256
397	2019_12_13	08:42:45	29.0	59.0	100	2521/256	11/256
397	2019_12_13	08:42:45	29.0	59.0	800	331/128	11/256
398	2019_12_13	08:48:00	29.0	59.0	100	2521/256	11/256
398	2019_12_13	08:48:00	28.0	60.0	800	331/128	11/256
399	2019_12_13	08:55:54	28.0	62.0	100	2521/256	11/256
399	2019_12_13	08:55:54	28.0	62.0	800	331/128	11/256
400	2019_12_13	09:01:09	28.0	62.0	100	2521/256	11/256
400	2019_12_13	09:01:09	28.0	61.0	800	331/128	11/256
401	2019_12_13	09:06:24	29.0	60.0	100	2521/256	11/256
401	2019_12_13	09:06:24	29.0	60.0	800	331/128	11/256
402	2019_12_13	09:14:01	28.0	60.0	100	2521/256	11/256
402	2019_12_13	09:14:01	28.0	60.0	800	331/128	11/256
